Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
NISSAN Altima SV/SL,2.5,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MNSXV02.5RPB,midsize car,7,27,37,31,7,Yes,289
NISSAN Altima SV/SL,2.5,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MNSXV02.5RPB,midsize car,7,27,37,31,7,Yes,289
NISSAN Armada,5.6,8,SemiAuto-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MNSXT05.6N9B,standard SUV,3,14,19,16,2,No,558
NISSAN Armada,5.6,8,SemiAuto-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MNSXT05.6N9B,standard SUV,3,14,19,16,2,No,558
NISSAN Armada,5.6,8,SemiAuto-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MNSXT05.6N9B,standard SUV,3,13,18,15,2,No,594
NISSAN Armada,5.6,8,SemiAuto-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MNSXT05.6N9B,standard SUV,3,13,18,15,2,No,595
NISSAN Armada,5.6,8,SemiAuto-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MNSXT05.6N9B,standard SUV,3,13,18,15,2,No,594
NISSAN Armada,5.6,8,SemiAuto-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MNSXT05.6N9B,standard SUV,3,13,18,15,2,No,595
NISSAN Frontier,3.8,6,SemiAuto-9,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MNSXT03.8PRA,pickup,5,18,24,20,4,No,445
NISSAN Frontier,3.8,6,SemiAuto-9,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MNSXT03.8PRA,pickup,5,18,24,20,4,No,445
NISSAN Frontier,3.8,6,SemiAuto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MNSXT03.8PRA,pickup,5,17,23,19,3,No,469
NISSAN Frontier,3.8,6,SemiAuto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MNSXT03.8PRA,pickup,5,17,23,19,3,No,469
NISSAN GT-R,3.8,6,AMS-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MNSXV03.8NBA,small car,3,16,22,18,3,No,482
NISSAN GT-R,3.8,6,AMS-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MNSXV03.8NBA,small car,3,16,22,18,3,No,482
NISSAN Kicks,1.6,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MNSXV01.6RNA,midsize car,7,31,36,33,7,Yes,269
NISSAN Kicks,1.6,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MNSXV01.6RNA,midsize car,7,31,36,33,7,Yes,269
NISSAN Leaf,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MNSXV0000TL2,midsize car,10,123,99,111,10,Elite,0
NISSAN Leaf,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,MNSXV0000TL2,midsize car,10,123,99,111,10,Elite,0
NISSAN Leaf,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MNSXV0000TS3,midsize car,10,118,97,108,10,Elite,0
NISSAN Leaf,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,MNSXV0000TS3,midsize car,10,118,97,108,10,Elite,0
NISSAN Leaf SV/SL,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MNSXV0000TS3,midsize car,10,114,94,104,10,Elite,0
NISSAN Leaf SV/SL,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,MNSXV0000TS3,midsize car,10,114,94,104,10,Elite,0
NISSAN Maxima,3.5,6,SCV-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MNSXV03.5N7B,midsize car,3,20,30,24,5,No,370
NISSAN Maxima,3.5,6,SCV-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MNSXV03.5N7B,midsize car,3,20,30,24,5,No,370
NISSAN Murano,3.5,6,SCV-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MNSXV03.5P7C,station wagon,5,20,28,23,5,No,387
NISSAN Murano,3.5,6,SCV-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MNSXV03.5P7C,station wagon,5,20,28,23,5,No,387
NISSAN Murano,3.5,6,SCV-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MNSXV03.5P7D,station wagon,5,20,28,23,5,No,387
NISSAN Murano,3.5,6,SCV-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MNSXV03.5P7D,station wagon,5,20,28,23,5,No,387
NISSAN Murano,3.5,6,SCV-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MNSXV03.5P7C,station wagon,5,20,28,23,5,No,390
NISSAN Murano,3.5,6,SCV-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MNSXV03.5P7C,station wagon,5,20,28,23,5,No,390
NISSAN Murano,3.5,6,SCV-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MNSXV03.5P7D,station wagon,5,20,28,23,5,No,390
NISSAN Murano,3.5,6,SCV-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MNSXV03.5P7D,station wagon,5,20,28,23,5,No,390
NISSAN NV200,2,4,CVT,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MNSXT02.0N2A,special purpose,3,24,26,25,5,No,360
NISSAN NV200,2,4,CVT,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MNSXT02.0N2A,special purpose,3,24,26,25,5,No,360
NISSAN Rogue,1.5,3,SCV-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MNSXT01.5A3A,small SUV,6,30,37,33,7,Yes,270
NISSAN Rogue,1.5,3,SCV-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MNSXT01.5A3A,small SUV,6,30,37,33,7,Yes,270
NISSAN Rogue,1.5,3,SCV-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MNSXT01.5A3A,small SUV,6,30,36,33,7,Yes,275
NISSAN Rogue,1.5,3,SCV-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MNSXT01.5A3A,small SUV,6,30,36,33,7,Yes,275
NISSAN Rogue,2.5,4,SCV-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MNSXT02.5RPA,small SUV,7,27,35,30,6,No,292
NISSAN Rogue,2.5,4,SCV-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MNSXT02.5RPA,small SUV,7,27,35,30,6,No,292
NISSAN Rogue,2.5,4,SCV-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MNSXT02.5RPA,small SUV,7,26,33,29,6,No,310
NISSAN Rogue,2.5,4,SCV-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MNSXT02.5RPA,small SUV,7,26,33,29,6,No,310
NISSAN Rogue SL/Platinum,1.5,3,SCV-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MNSXT01.5A3A,small SUV,6,30,36,32,7,Yes,278
NISSAN Rogue SL/Platinum,1.5,3,SCV-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MNSXT01.5A3A,small SUV,6,30,36,32,7,Yes,278
NISSAN Rogue SL/Platinum,1.5,3,SCV-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MNSXT01.5A3A,small SUV,6,29,35,32,7,Yes,284
NISSAN Rogue SL/Platinum,1.5,3,SCV-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MNSXT01.5A3A,small SUV,6,29,35,32,7,Yes,284
NISSAN Rogue SV/SL/Platinum,2.5,4,SCV-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MNSXT02.5RPA,small SUV,7,26,34,29,6,No,304
NISSAN Rogue SV/SL/Platinum,2.5,4,SCV-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MNSXT02.5RPA,small SUV,7,26,34,29,6,No,304
NISSAN Rogue SV/SL/Platinum,2.5,4,SCV-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MNSXT02.5RPA,small SUV,7,25,32,28,6,No,318
NISSAN Rogue SV/SL/Platinum,2.5,4,SCV-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MNSXT02.5RPA,small SUV,7,25,32,28,6,No,318
NISSAN Rogue Sport,2,4,SCV-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MNSXV02.0PMA,station wagon,5,25,32,28,6,No,318
NISSAN Rogue Sport,2,4,SCV-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MNSXV02.0PMA,station wagon,5,25,32,28,6,No,318
NISSAN Rogue Sport,2,4,SCV-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MNSXV02.0PMA,station wagon,5,24,30,27,6,No,330
NISSAN Rogue Sport,2,4,SCV-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MNSXV02.0PMA,station wagon,5,24,30,27,6,No,330
NISSAN Sentra,2,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MNSXV02.0RMA,midsize car,7,29,39,33,7,Yes,268
NISSAN Sentra,2,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MNSXV02.0RMA,midsize car,7,29,39,33,7,Yes,268
NISSAN Sentra,2,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MNSXV02.0RMB,midsize car,7,29,39,33,7,Yes,268
NISSAN Sentra,2,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MNSXV02.0RMB,midsize car,7,29,39,33,7,Yes,268
NISSAN Sentra SR,2,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MNSXV02.0RMA,midsize car,7,28,37,32,7,Yes,283
NISSAN Sentra SR,2,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MNSXV02.0RMA,midsize car,7,28,37,32,7,Yes,283
NISSAN Sentra SR,2,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MNSXV02.0RMB,midsize car,7,28,37,32,7,Yes,283
NISSAN Sentra SR,2,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MNSXV02.0RMB,midsize car,7,28,37,32,7,Yes,283
NISSAN Titan,5.6,8,SemiAuto-9,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MNSXT05.6P9A,pickup,5,16,21,18,3,No,503
NISSAN Titan,5.6,8,SemiAuto-9,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MNSXT05.6P9A,pickup,5,16,21,18,3,No,503
NISSAN Titan,5.6,8,SemiAuto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MNSXT05.6P9A,pickup,5,15,21,18,3,No,515
NISSAN Titan,5.6,8,SemiAuto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MNSXT05.6P9A,pickup,5,15,21,18,3,No,515
NISSAN Titan Pro-4X,5.6,8,SemiAuto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MNSXT05.6P9A,pickup,5,15,20,17,3,No,518
NISSAN Titan Pro-4X,5.6,8,SemiAuto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MNSXT05.6P9A,pickup,5,15,20,17,3,No,518
NISSAN Versa,1.6,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MNSXV01.6RNA,small car,7,32,40,35,7,Yes,254
NISSAN Versa,1.6,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MNSXV01.6RNA,small car,7,32,40,35,7,Yes,254
NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MNSXV01.6RNA,small car,7,27,35,30,6,No,296
NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MNSXV01.6RNA,small car,7,27,35,30,6,No,296
POLESTAR 1,2,4,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3ULEV70,California LEV-III ULEV70,MVVXV02.0P3R,small car,5,22/55,31/61,26/58,10,No,93
POLESTAR 1,2,4,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B70,Federal Tier 3 Bin 70,MVVXV02.0P3R,small car,5,22/55,31/61,26/58,10,No,93
POLESTAR 2,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MVVXV00.0Z0A,midsize car,10,96,88,92,10,Elite,0
POLESTAR 2,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,MVVXV00.0Z0A,midsize car,10,96,88,92,10,Elite,0
PORSCHE 718 Boxster,2,4,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,MPRXV02.5B82,small car,1,21,27,24,5,No,375
PORSCHE 718 Boxster,2,4,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,MPRXV02.5B82,small car,1,21,27,24,5,No,375
PORSCHE 718 Boxster,2,4,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,MPRXV02.5B82,small car,1,20,26,22,4,No,394
PORSCHE 718 Boxster,2,4,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,MPRXV02.5B82,small car,1,20,26,22,4,No,394
PORSCHE 718 Boxster GTS 4.0,4,6,AMS-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV04.0S82,small car,5,19,24,21,4,No,418
PORSCHE 718 Boxster GTS 4.0,4,6,AMS-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV04.0S82,small car,5,19,24,21,4,No,418
PORSCHE 718 Boxster GTS 4.0,4,6,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV04.0S82,small car,5,17,24,19,3,No,458
PORSCHE 718 Boxster GTS 4.0,4,6,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV04.0S82,small car,5,17,24,19,3,No,458
PORSCHE 718 Boxster S,2.5,4,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,MPRXV02.5B82,small car,1,19,25,22,4,No,410
PORSCHE 718 Boxster S,2.5,4,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,MPRXV02.5B82,small car,1,19,25,22,4,No,410
PORSCHE 718 Boxster S,2.5,4,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,MPRXV02.5B82,small car,1,19,24,21,4,No,423
PORSCHE 718 Boxster S,2.5,4,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,MPRXV02.5B82,small car,1,19,24,21,4,No,423
PORSCHE 718 Boxster T,2,4,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,MPRXV02.5B82,small car,1,21,27,23,5,No,380
PORSCHE 718 Boxster T,2,4,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,MPRXV02.5B82,small car,1,21,27,23,5,No,380
PORSCHE 718 Boxster T,2,4,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,MPRXV02.5B82,small car,1,20,26,22,4,No,394
PORSCHE 718 Boxster T,2,4,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,MPRXV02.5B82,small car,1,20,26,22,4,No,394
PORSCHE 718 Cayman,2,4,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,MPRXV02.5B82,small car,1,21,27,24,5,No,375
PORSCHE 718 Cayman,2,4,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,MPRXV02.5B82,small car,1,21,27,24,5,No,375
PORSCHE 718 Cayman,2,4,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,MPRXV02.5B82,small car,1,20,26,22,4,No,394
PORSCHE 718 Cayman,2,4,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,MPRXV02.5B82,small car,1,20,26,22,4,No,394
PORSCHE 718 Cayman GT4,4,6,AMS-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV04.0S82,small car,5,18,24,20,4,No,436
PORSCHE 718 Cayman GT4,4,6,AMS-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV04.0S82,small car,5,18,24,20,4,No,436
PORSCHE 718 Cayman GT4,4,6,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV04.0S82,small car,5,17,23,19,3,No,460
PORSCHE 718 Cayman GT4,4,6,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV04.0S82,small car,5,17,23,19,3,No,460
PORSCHE 718 Cayman GTS 4.0,4,6,AMS-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV04.0S82,small car,5,19,24,21,4,No,418
PORSCHE 718 Cayman GTS 4.0,4,6,AMS-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV04.0S82,small car,5,19,24,21,4,No,418
PORSCHE 718 Cayman GTS 4.0,4,6,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV04.0S82,small car,5,17,24,19,3,No,458
PORSCHE 718 Cayman GTS 4.0,4,6,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV04.0S82,small car,5,17,24,19,3,No,458
PORSCHE 718 Cayman S,2.5,4,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,MPRXV02.5B82,small car,1,19,25,22,4,No,410
PORSCHE 718 Cayman S,2.5,4,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,MPRXV02.5B82,small car,1,19,25,22,4,No,410
PORSCHE 718 Cayman S,2.5,4,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,MPRXV02.5B82,small car,1,19,24,21,4,No,423
PORSCHE 718 Cayman S,2.5,4,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,MPRXV02.5B82,small car,1,19,24,21,4,No,423
PORSCHE 718 Cayman T,2,4,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,MPRXV02.5B82,small car,1,21,27,23,5,No,380
PORSCHE 718 Cayman T,2,4,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,MPRXV02.5B82,small car,1,21,27,23,5,No,380
PORSCHE 718 Cayman T,2,4,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,MPRXV02.5B82,small car,1,20,26,22,4,No,394
PORSCHE 718 Cayman T,2,4,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,MPRXV02.5B82,small car,1,20,26,22,4,No,394
PORSCHE 718 Spyder,4,6,AMS-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV04.0S82,small car,5,18,24,20,4,No,436
PORSCHE 718 Spyder,4,6,AMS-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV04.0S82,small car,5,18,24,20,4,No,436
PORSCHE 718 Spyder,4,6,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV04.0S82,small car,5,17,23,19,3,No,460
PORSCHE 718 Spyder,4,6,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV04.0S82,small car,5,17,23,19,3,No,460
PORSCHE 911 Carrera,3,6,AMS-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV03.0C92,small car,5,18,24,20,4,No,443
PORSCHE 911 Carrera,3,6,AMS-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV03.0C92,small car,5,18,24,20,4,No,443
PORSCHE 911 Carrera 4,3,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV03.0C92,small car,5,18,24,20,4,No,442
PORSCHE 911 Carrera 4,3,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV03.0C92,small car,5,18,24,20,4,No,442
PORSCHE 911 Carrera 4 Cabriolet,3,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV03.0C92,small car,5,18,24,20,4,No,443
PORSCHE 911 Carrera 4 Cabriolet,3,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV03.0C92,small car,5,18,24,20,4,No,443
PORSCHE 911 Carrera 4S,3,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV03.0C92,small car,5,18,23,20,4,No,443
PORSCHE 911 Carrera 4S,3,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV03.0C92,small car,5,18,23,20,4,No,443
PORSCHE 911 Carrera 4S,3,6,Man-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV03.0C92,small car,5,17,25,20,4,No,442
PORSCHE 911 Carrera 4S,3,6,Man-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV03.0C92,small car,5,17,25,20,4,No,442
PORSCHE 911 Carrera 4S Cabriolet,3,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV03.0C92,small car,5,18,23,20,4,No,439
PORSCHE 911 Carrera 4S Cabriolet,3,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV03.0C92,small car,5,18,23,20,4,No,439
PORSCHE 911 Carrera 4S Cabriolet,3,6,Man-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV03.0C92,small car,5,17,24,20,4,No,452
PORSCHE 911 Carrera 4S Cabriolet,3,6,Man-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV03.0C92,small car,5,17,24,20,4,No,452
PORSCHE 911 Carrera Cabriolet,3,6,AMS-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV03.0C92,small car,5,18,24,20,4,No,443
PORSCHE 911 Carrera Cabriolet,3,6,AMS-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV03.0C92,small car,5,18,24,20,4,No,443
PORSCHE 911 Carrera S,3,6,AMS-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV03.0C92,small car,5,18,23,20,4,No,441
PORSCHE 911 Carrera S,3,6,AMS-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV03.0C92,small car,5,18,23,20,4,No,441
PORSCHE 911 Carrera S,3,6,Man-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV03.0C92,small car,5,18,25,21,4,No,425
PORSCHE 911 Carrera S,3,6,Man-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV03.0C92,small car,5,18,25,21,4,No,425
PORSCHE 911 Carrera S Cabriolet,3,6,AMS-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV03.0C92,small car,5,18,23,20,4,No,439
PORSCHE 911 Carrera S Cabriolet,3,6,AMS-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV03.0C92,small car,5,18,23,20,4,No,439
PORSCHE 911 Carrera S Cabriolet,3,6,Man-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV03.0C92,small car,5,17,25,20,4,No,443
PORSCHE 911 Carrera S Cabriolet,3,6,Man-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV03.0C92,small car,5,17,25,20,4,No,443
PORSCHE 911 Targa 4,3,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV03.0C92,small car,5,18,24,20,4,No,442
PORSCHE 911 Targa 4,3,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV03.0C92,small car,5,18,24,20,4,No,442
PORSCHE 911 Targa 4S,3,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV03.0C92,small car,5,18,23,20,4,No,442
PORSCHE 911 Targa 4S,3,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV03.0C92,small car,5,18,23,20,4,No,442
PORSCHE 911 Targa 4S,3,6,Man-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV03.0C92,small car,5,17,24,20,4,No,447
PORSCHE 911 Targa 4S,3,6,Man-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV03.0C92,small car,5,17,24,20,4,No,447
PORSCHE 911 Turbo,3.7,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV04.0S82,small car,5,15,20,17,3,No,516
PORSCHE 911 Turbo,3.7,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV04.0S82,small car,5,15,20,17,3,No,516
PORSCHE 911 Turbo Cabriolet,3.7,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV04.0S82,small car,5,15,20,17,3,No,521
PORSCHE 911 Turbo Cabriolet,3.7,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV04.0S82,small car,5,15,20,17,3,No,521
PORSCHE 911 Turbo S,3.7,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV04.0S82,small car,5,15,20,17,3,No,517
PORSCHE 911 Turbo S,3.7,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV04.0S82,small car,5,15,20,17,3,No,517
PORSCHE 911 Turbo S Cabriolet,3.7,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXV04.0S82,small car,5,15,20,17,3,No,529
PORSCHE 911 Turbo S Cabriolet,3.7,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXV04.0S82,small car,5,15,20,17,3,No,529
PORSCHE Cayenne,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXT03.0CV6,standard SUV,5,19,23,20,4,No,432
PORSCHE Cayenne,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MPRXT03.0CV6,standard SUV,5,19,23,20,4,No,437
PORSCHE Cayenne,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXT03.0CV6,standard SUV,5,19,23,20,4,No,432
PORSCHE Cayenne,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MPRXT03.0CV6,standard SUV,5,19,23,20,4,No,437
